1.000000,0.000000
1.000000,0.000056
1.000000,0.000111
1.000000,0.000167
1.000000,0.000222
1.000000,0.000278
1.000000,0.000333
1.000000,0.000389
1.000000,0.000444
1.000000,0.000500
1.000000,0.000556
1.000000,0.000611
1.000000,0.000667
1.000000,0.000722
1.000000,0.000778
1.000000,0.000833
1.000000,0.000889
1.000000,0.000944
1.000000,0.001000
0.999999,0.001056
0.999999,0.001111
0.999999,0.001167
0.999999,0.001222
0.999999,0.001278
0.999999,0.001333
0.999999,0.001389
0.999999,0.001444
0.999999,0.001500
0.999999,0.001556
0.999999,0.001611
0.999999,0.001667
0.999999,0.001722
0.999998,0.001778
0.999998,0.001833
0.999998,0.001889
0.999998,0.001944
0.999998,0.002000
0.999998,0.002056
0.999998,0.002111
0.999998,0.002167
0.999998,0.002222
0.999997,0.002278
0.999997,0.002333
0.999997,0.002389
0.999997,0.002444
0.999997,0.002500
0.999997,0.002556
0.999997,0.002611
0.999996,0.002667
0.999996,0.002722
0.999996,0.002778
0.999996,0.002833
0.999996,0.002889
0.999996,0.002944
0.999996,0.003000
0.999995,0.003056
0.999995,0.003111
0.999995,0.003167
0.999995,0.003222
0.999995,0.003278
0.999994,0.003333
0.999994,0.003389
0.999994,0.003444
0.999994,0.003500
0.999994,0.003556
0.999993,0.003611
0.999993,0.003667
0.999993,0.003722
0.999993,0.003778
0.999993,0.003833
0.999992,0.003889
0.999992,0.003944
0.999992,0.004000
0.999992,0.004056
0.999992,0.004111
0.999991,0.004167
0.999991,0.004222
0.999991,0.004278
0.999991,0.004333
0.999990,0.004389
0.999990,0.004444
0.999990,0.004500
0.999990,0.004556
0.999989,0.004611
0.999989,0.004667
0.999989,0.004722
0.999989,0.004778
0.999988,0.004833
0.999988,0.004889
0.999988,0.004944
0.999988,0.005000
0.999987,0.005056
0.999987,0.005111
0.999987,0.005167
0.999986,0.005222
0.999986,0.005278
0.999986,0.005333
0.999985,0.005389
0.999985,0.005444
0.999985,0.005500
0.999985,0.005556
0.999984,0.005611
0.999984,0.005667
0.999984,0.005722
0.999983,0.005778
0.999983,0.005833
0.999983,0.005889
0.999982,0.005944
0.999982,0.006000
0.999982,0.006056
0.999981,0.006111
0.999981,0.006167
0.999981,0.006222
0.999980,0.006278
0.999980,0.006333
0.999980,0.006389
0.999979,0.006444
0.999979,0.006500
0.999979,0.006556
0.999978,0.006611
0.999978,0.006667
0.999977,0.006722
0.999977,0.006778
0.999977,0.006833
0.999976,0.006889
0.999976,0.006944
0.999976,0.007000
0.999975,0.007055
0.999975,0.007111
0.999974,0.007167
0.999974,0.007222
0.999974,0.007278
0.999973,0.007333
0.999973,0.007389
0.999972,0.007444
0.999972,0.007500
0.999971,0.007555
0.999971,0.007611
0.999971,0.007667
0.999970,0.007722
0.999970,0.007778
0.999969,0.007833
0.999969,0.007889
0.999968,0.007944
0.999968,0.008000
0.999968,0.008055
0.999967,0.008111
0.999967,0.008167
0.999966,0.008222
0.999966,0.008278
0.999965,0.008333
0.999965,0.008389
0.999964,0.008444
0.999964,0.008500
0.999963,0.008555
0.999963,0.008611
0.999962,0.008667
0.999962,0.008722
0.999961,0.008778
0.999961,0.008833
0.999960,0.008889
0.999960,0.008944
0.999960,0.009000
0.999959,0.009055
0.999958,0.009111
0.999958,0.009167
0.999957,0.009222
0.999957,0.009278
0.999956,0.009333
0.999956,0.009389
0.999955,0.009444
0.999955,0.009500
0.999954,0.009555
0.999954,0.009611
0.999953,0.009667
0.999953,0.009722
0.999952,0.009778
0.999952,0.009833
0.999951,0.009889
0.999951,0.009944
0.999950,0.010000
0.999949,0.010055
0.999949,0.010111
0.999948,0.010166
0.999948,0.010222
0.999947,0.010278
0.999947,0.010333
0.999946,0.010389
0.999945,0.010444
0.999945,0.010500
0.999944,0.010555
0.999944,0.010611
0.999943,0.010666
0.999943,0.010722
0.999942,0.010778
0.999941,0.010833
0.999941,0.010889
0.999940,0.010944
0.999940,0.011000
0.999939,0.011055
0.999938,0.011111
0.999938,0.011166
0.999937,0.011222
0.999936,0.011278
0.999936,0.011333
0.999935,0.011389
0.999935,0.011444
0.999934,0.011500
0.999933,0.011555
0.999933,0.011611
0.999932,0.011666
0.999931,0.011722
0.999931,0.011778
0.999930,0.011833
0.999929,0.011889
0.999929,0.011944
0.999928,0.012000
0.999927,0.012055
0.999927,0.012111
0.999926,0.012166
0.999925,0.012222
0.999925,0.012277
0.999924,0.012333
0.999923,0.012389
0.999923,0.012444
0.999922,0.012500
0.999921,0.012555
0.999920,0.012611
0.999920,0.012666
0.999919,0.012722
0.999918,0.012777
0.999918,0.012833
0.999917,0.012889
0.999916,0.012944
0.999916,0.013000
0.999915,0.013055
0.999914,0.013111
0.999913,0.013166
0.999913,0.013222
0.999912,0.013277
0.999911,0.013333
0.999910,0.013388
0.999910,0.013444
0.999909,0.013500
0.999908,0.013555
0.999907,0.013611
0.999907,0.013666
0.999906,0.013722
0.999905,0.013777
0.999904,0.013833
0.999904,0.013888
0.999903,0.013944
0.999902,0.014000
0.999901,0.014055
0.999900,0.014111
0.999900,0.014166
0.999899,0.014222
0.999898,0.014277
0.999897,0.014333
0.999896,0.014388
0.999896,0.014444
0.999895,0.014499
0.999894,0.014555
0.999893,0.014611
0.999892,0.014666
0.999892,0.014722
0.999891,0.014777
0.999890,0.014833
0.999889,0.014888
0.999888,0.014944
0.999888,0.014999
0.999887,0.015055
0.999886,0.015111
0.999885,0.015166
0.999884,0.015222
0.999883,0.015277
0.999882,0.015333
0.999882,0.015388
0.999881,0.015444
0.999880,0.015499
0.999879,0.015555
0.999878,0.015610
0.999877,0.015666
0.999876,0.015722
0.999876,0.015777
0.999875,0.015833
0.999874,0.015888
0.999873,0.015944
0.999872,0.015999
0.999871,0.016055
0.999870,0.016110
0.999869,0.016166
0.999868,0.016222
0.999868,0.016277
0.999867,0.016333
0.999866,0.016388
0.999865,0.016444
0.999864,0.016499
0.999863,0.016555
0.999862,0.016610
0.999861,0.016666
0.999860,0.016721
0.999859,0.016777
0.999858,0.016833
0.999857,0.016888
0.999856,0.016944
0.999856,0.016999
0.999855,0.017055
0.999854,0.017110
0.999853,0.017166
0.999852,0.017221
0.999851,0.017277
0.999850,0.017332
0.999849,0.017388
0.999848,0.017444
0.999847,0.017499
0.999846,0.017555
0.999845,0.017610
0.999844,0.017666
0.999843,0.017721
0.999842,0.017777
0.999841,0.017832
0.999840,0.017888
0.999839,0.017943
0.999838,0.017999
0.999837,0.018055
0.999836,0.018110
0.999835,0.018166
0.999834,0.018221
0.999833,0.018277
0.999832,0.018332
0.999831,0.018388
0.999830,0.018443
0.999829,0.018499
0.999828,0.018554
0.999827,0.018610
0.999826,0.018666
0.999825,0.018721
0.999824,0.018777
0.999823,0.018832
0.999822,0.018888
0.999821,0.018943
0.999820,0.018999
0.999818,0.019054
0.999817,0.019110
0.999816,0.019165
0.999815,0.019221
0.999814,0.019277
0.999813,0.019332
0.999812,0.019388
0.999811,0.019443
0.999810,0.019499
0.999809,0.019554
0.999808,0.019610
0.999807,0.019665
0.999806,0.019721
0.999804,0.019776
0.999803,0.019832
0.999802,0.019888
0.999801,0.019943
0.999800,0.019999
0.999799,0.020054
0.999798,0.020110
0.999797,0.020165
0.999796,0.020221
0.999794,0.020276
0.999793,0.020332
0.999792,0.020387
0.999791,0.020443
0.999790,0.020499
0.999789,0.020554
0.999788,0.020610
0.999786,0.020665
0.999785,0.020721
0.999784,0.020776
0.999783,0.020832
0.999782,0.020887
0.999781,0.020943
0.999780,0.020998
0.999778,0.021054
0.999777,0.021110
0.999776,0.021165
0.999775,0.021221
0.999774,0.021276
0.999772,0.021332
0.999771,0.021387
0.999770,0.021443
0.999769,0.021498
0.999768,0.021554
0.999766,0.021609
0.999765,0.021665
0.999764,0.021721
0.999763,0.021776
0.999762,0.021832
