1.00000,0.50503
-0.47971,-0.99863
-0.57833,0.36921
0.97815,0.72337
-0.15069,-0.89101
-0.89363,-0.17937
0.66913,0.99795
0.57833,-0.25882
-0.90383,-0.91590
-0.30902,0.49495
0.97304,0.83867
0.19652,-0.55436
-0.97815,-0.85112
-0.26443,0.45399
0.93148,0.94167
0.50000,-0.16792
-0.75088,-0.99863
-0.82248,-0.31454
0.30902,0.80558
0.99973,0.83867
0.39608,-0.16792
-0.66913,-0.95964
-0.96742,-0.70711
-0.26443,0.23627
0.66913,0.93769
0.99324,0.83867
0.52002,0.11031
-0.30902,-0.66480
-0.90383,-0.99863
-0.94740,-0.76977
-0.50000,-0.17937
0.15069,0.45399
0.70298,0.88020
0.97815,0.99795
0.94740,0.83867
0.68624,0.50503
0.30902,0.11031
-0.08136,-0.25882
-0.41734,-0.55436
-0.66913,-0.76229
-0.83549,-0.89101
-0.93148,-0.95964
-0.97815,-0.98944
-0.99567,-0.99863
-0.99973,-0.99998
-1.00000,-0.99998
-0.99973,-0.99863
-0.99567,-0.98944
-0.97815,-0.95964
-0.93148,-0.89101
-0.83549,-0.76229
-0.66913,-0.55436
-0.41734,-0.25882
-0.08136,0.11031
0.30902,0.50503
0.68624,0.83867
0.94740,0.99795
0.97815,0.88020
0.70298,0.45399
0.15069,-0.17937
-0.50000,-0.76977
-0.94740,-0.99863
-0.90383,-0.66480
-0.30902,0.11031
0.52002,0.83867
0.99324,0.93769
0.66913,0.23627
-0.26443,-0.70711
-0.96742,-0.95964
-0.66913,-0.16792
0.39608,0.83867
0.99973,0.80558
0.30902,-0.31454
-0.82248,-0.99863
-0.75088,-0.16792
0.50000,0.94167
0.93148,0.45399
-0.26443,-0.85112
-0.97815,-0.55436
0.19652,0.83867
0.97304,0.49495
-0.30902,-0.91590
-0.90383,-0.25882
0.57833,0.99795
0.66913,-0.17937
-0.89363,-0.89101
-0.15069,0.72337
0.97815,0.36921
-0.57833,-0.99863
-0.47971,0.50503
0.00000,-0.86310
-0.87743,-0.05234
0.81580,0.92935
0.20791,-0.69046
-0.98858,-0.45399
0.44880,0.98378
0.74314,-0.06395
-0.81580,-0.96593
-0.42788,0.40141
0.95106,0.86892
0.23062,-0.54464
-0.98050,-0.83228
-0.20791,0.52498
0.96440,0.89101
0.36379,-0.33655
-0.86603,-0.98580
-0.66044,-0.05234
0.56880,0.94924
0.95106,0.59248
0.02327,-0.54464
-0.91822,-0.98580
-0.74314,-0.28123
0.25320,0.70711
0.96440,0.97169
0.74314,0.34748
-0.11609,-0.54464
-0.85416,-0.99390
-0.95106,-0.74703
-0.42788,-0.05234
0.32006,0.63832
0.86603,0.98378
0.98858,0.89101
0.71121,0.47460
0.20791,-0.06395
-0.32006,-0.54464
-0.72737,-0.86310
-0.95106,-0.99390
-0.99668,-0.96593
-0.90875,-0.83228
-0.74314,-0.64723
-0.54951,-0.45399
-0.36379,-0.28123
-0.20791,-0.14493
-0.09295,-0.05234
-0.02327,-0.00582
0.00000,-0.00582
-0.02327,-0.05234
-0.09295,-0.14493
-0.20791,-0.28123
-0.36379,-0.45399
-0.54951,-0.64723
-0.74314,-0.83228
-0.90875,-0.96593
-0.99668,-0.99390
-0.95106,-0.86310
-0.72737,-0.54464
-0.32006,-0.06395
0.20791,0.47460
0.71121,0.89101
0.98858,0.98378
0.86603,0.63832
0.32006,-0.05234
-0.42788,-0.74703
-0.95106,-0.99390
-0.85416,-0.54464
-0.11609,0.34748
0.74314,0.97169
0.96440,0.70711
0.25320,-0.28123
-0.74314,-0.98580
-0.91822,-0.54464
0.02327,0.59248
0.95106,0.94924
0.56880,-0.05234
-0.66044,-0.98580
-0.86603,-0.33655
0.36379,0.89101
0.96440,0.52498
-0.20791,-0.83228
-0.98050,-0.54464
0.23062,0.86892
0.95106,0.40141
-0.42788,-0.96593
-0.81580,-0.06395
0.74314,0.98378
0.44880,-0.45399
-0.98858,-0.69046
0.20791,0.92935
0.81580,-0.05234
-0.87743,-0.86310
